,marketSegment,name,slug,ticker,totalSupply
967,Ethereum,Cloudbric,cloudbric,CLB,989556846
968,Platform,DATA,data,DTA,11500000000
969,Ethereum,Ink Protocol,ink-protocol,XNK,500000000
970,Ethereum,Ren,ren,REN,999999632.80375
971,Protocol,The Graph,the-graph,GRT,
972,Ethereum,Ormeus Coin,ormeus-coin,ORME,200000000
973,Nebulas,Atlas Protocol,atlas-protocol,ATP,4000001000
974,Protocol,Hashgard,hashgard,GARD,100000000000
975,Ethereum,Blockchain Certified Data Token,blockchain-certified-data-token,BCDT,40835044.38886192
976,Financial,Darico Ecosystem Coin,darcio-ecosystem-coin,DEC,99006341.50190786
977,Platform,HyperQuant,hyperquant,HQT,100000000
978,Cryptocurrency,ILCoin,ilcoin,ILC,1550888907.435472
979,Ethereum,Tolar,tolar,TOL,775641659.9098012
980,Real Estate,Etheera,etheera,ETA,9919303956.4122
981,Financial,Safe Haven,safe-haven,SHA,8500000000
982,Gas Token,Ontology Gas,ontology-gas,ONG,1000000000
983,Gambling,Marginless,marginless,MRS,130013495.270447
984,Social,Parachute,parachute,PAR,999628334.0000002
985,Ethereum,Substratum,substratum,SUB,472000000
986,,LinkToken,linktoken,LTK,1500000000
987,Ethereum,Lition,lition,LIT,130039256.689
988,Ethereum,BHPCash,bhpcash,BHPC,46915621.12
989,E-Commerce,Cazcoin,cazcoin,CAZ,48540693.0894982
990,Ethereum,Unibright,unibright,UBT,150000000
991,Ethereum,Cashaa,cashaa,CAS,1000000000
992,Ethereum,EdenChain,eden,EDN,1000000000
993,Binance,aXpire,axpire,AXP,346274001.40087
994,Gaming,Big Bang Game Coin,big-bang-game-coin,BBGC,10000000000
995,Ethereum,Blockpass,blockpass,PASS,1000000000
996,Blockchain Service,Newton,newton,NEW,98823661261.46
997,Ethereum,Streamr,streamr-datacoin,DATA,987154514
998,Decentralized Exchange,BridgeCoin,bridgecoin,BCO,27000000
999,Blockchain Service,XYO Network,xyo,XYO,13960974963
1000,Ethereum,CMITCOIN,cmitcoin,CMIT,50000000000
1001,Verification,Radium,radium,RADS,4183777.22125096
1002,Ethereum,PlayGame Token,playgame-token,PXG,1000000000
1003,Ethereum,Canya,canyacoin,CAN,95826983.065
1004,Real Estate,Max Property Group,max-property-group,MPG,693372305
1005,Cryptocurrency,eXPerience Chain,experience-chain,XPC,113215461333
1006,Blockchain Network,VeriBlock,veriblock,VBK,961455457.429595
1007,Ethereum,VSportCoin,vsportcoin,VSC,2500000000
1008,Virtual Reality,Scanet World Coin,scanet-world-coin,SWC,1000000000
1009,Cryptocurrency,MetaHash,metahash,MHC,2412836229
1010,Cryptocurrency,LUXCoin,luxcoin,LUX,11284956.28637939
1011,Ethereum,Serve,serve,SERV,10000000000
1012,Decentralized Exchange,Nectar,nectar,NEC,618133330.1078719
1013,Gambling,Edgeless,edgeless,EDG,132046997
1014,Interoperability,ICON,icon,ICX,800460000
1015,Blockchain Service,Merculet,merculet,MVP,10000000000
1016,Platform,ProxyNode,proxynode,PRX,177806159.78530034
1017,Platform,Hyperion,hyperion,HYN,10000000000
1018,Privacy,Verge,verge,XVG,16400370343.363379
1019,Cloud Storage,Shift,shift,SHIFT,13860686.2
1020,Real Estate,IHT Real Estate Protocol,iht-real-estate-protocol,IHT,996491162
1021,Cryptocurrency,Benz,benz,BENZ,6680472.88
1022,Cryptocurrency,Bitcoin Cash,bitcoin-cash,BCH,18593781.25
1023,Cryptocurrency,Bitcoin Gold,bitcoin-gold,BTG,17513923.589
1024,NFT,The Abyss,the-abyss,ABYSS,508628132.04107
1025,Platform,Simple Token (OST),ost,OST,800000000
1026,Blockchain Service,Aventus,aventus,AVT,10000000
1027,Ethereum,Matryx,matryx,MTX,314159265
1028,Ethereum,AidCoin,aidcoin,AID,44307486.7
1029,Cryptocurrency,Bitcoin Interest,bitcoin-interest,BCI,18326891.5
1030,Ethereum,MultiVAC,multivac,MTV,8000000000
1031,Stablecoin,Tether,tether,USDT,20183536999.26306
1032,Blockchain Service,Hydrogen,hydrogen,HYDRO,11111111111
1033,Platform,Callisto Network,callisto-network,CLO,2614098213.0129786
1034,Yield farming,Sashimi,sashimi,SASHIMI,2303603
1035,Ethereum,Auctus,auctus,AUC,65829630.62007512
1036,Binance,Magic Cube Coin,magic-cube-coin,MCC,20000000000
1037,NFT,RedFOX Labs,redfox-labs,RFOX,2000000000
1038,Ethereum,Aladdin,aladdin,ADN,100000000000
1039,Blockchain Service,Dragonchain,dragonchain,DRGN,433494437
1040,Decentralized Exchange,Loopring [NEO],loopring-neo,LRN,113602931.2
1041,Ethereum,Holo,holo,HOT,177619433541.14133
1042,Marketing,Incent,incent,INCNT,46016531.5478597
1043,Ethereum,SingularDTV,singulardtv,SNGLS,1000000000
1044,Ethereum,Content Neutrality Network,content-neutrality-network,CNN,100000000000
1045,Ethereum,Covesting,covesting,COV,20000000
1046,Blockchain Service,Atonomi,atonomi,ATMI,1000000000
1047,Platform,Volt,volt,ACDC,4000000000
1048,Platform,Skycoin,skycoin,SKY,25000000
1049,Ethereum,IDEX,idex,IDEX,1000000000
1050,Financial,Counos X,counos-x,CCXX,18402729.795
1051,Ethereum,Maecenas,maecenas,ART,100000000
1052,Transportation,AVINOC,avinoc,AVINOC,1000000000
1053,Ethereum,WinStars.live,winstars-live,WNL,77777777
1054,Privacy,bitcoin2network,bitcoin2network,B2N,1326415282
1055,Protocol,PalletOne,palletone,PTN,1000000000
1056,Blockchain Network,Metaverse ETP,metaverse,ETP,79437802.01344201
1057,Ethereum,Coinsuper Ecosystem Network,coinsuper-ecosystem-network,CEN,898614083.223577
1058,Financial,Change Bank,change,CAG,79184115.81564271
1059,Ethereum,Brazilian Digital Token,brz,BRZ,1702010.2
1060,Infrastructure,MarcoPolo Protocol,marcopolo-protocol,MAP,10000000000
1061,,WINk,wink,WIN,994855928116
1062,Ethereum,BaaSid,baasid,BAAS,10000000000
1063,Smart Contracts,Ethereum,ethereum,ETH,113746279.249
1064,Ethereum,NPER,nper,NPER,218999990
1065,Financial,COTI,coti,COTI,2000000000
1066,Other,ERA,blakestar,ERA,6022910
1067,Deflation,BOOM,boom,BOOM,971276230.2198057
1068,Entertainment,Webflix Token,webflix-token,WFX,27000000000
1069,Financial,UTRUST,utrust,UTK,500000000
1070,Smart Contracts,NEM,nem,XEM,8999999999
1071,Blockchain Network,Elastos,elastos,ELA,23084773.8348
1072,Infrastructure,Aion,aion,AION,487496874
1073,Trading,Fox Trading,fox-trading,FOXT,8793499
1074,Data,Datawallet,datawallet,DXT,1000000000
1075,Other,Neural Protocol,neural-protocol,NRP,9500000000
1076,Ethereum,GoNetwork,gonetwork,GOT,100000000
1077,Layer 2,Loom Network,loom-network,LOOM,1000000000
1078,Ethereum,Chromia,chromia,CHR,471970667.472656
1079,Ethereum,Nucleus Vision,nucleus-vision,NCASH,10000000000
1080,Blockchain Network,Mastercoin (Omni),omni,OMNI,619113.78359828
1081,Ethereum,FCoin Token,ftoken,FT,2510925463.96297
1082,Cryptocurrency,ImageCoin,imagecoin,IMG,10607866.09478364
1083,Financial,StellarPay,stellarpay,XLB,93538858
1084,Financial,Ivy,ivy,IVY,1610924200
1085,Ethereum,SF Capital,sf-capital,SFCP,100000000
1086,Interoperability,ChainX,chainx,PCX,7723350
1087,Ethereum,Lympo,lympo,LYM,999999999.0170989
1088,Ethereum,Cryptaur,cryptaur,CPT,27662180148.278465
1089,Exchange,Birake,birake,BIR,93751625.90881035
1090,Trading,Caspian,caspian,CSP,1000000000
1091,Ethereum,Function X,function-x,FX,378604525.462891
1092,Financial,Aunite,aunite,AUNIT,144253518.38304
1093,Platform,YEE,yee,YEE,10000000000
1094,Blockchain Service,Kleros,kleros,PNK,764626704
1095,Cryptocurrency,Ulord,ulord,UT,172909074.302
1096,Ethereum,POA Network,poa-network,POA,282255026.7422041
1097,Ethereum,Thingschain,thingschain,TIC,26000000000
1098,Gaming,CWV Chain,cwv-chain,CWV,10000000000
1099,Platform,Unification,unification,UND,120000000
1100,Ethereum,Propy,propy,PRO,100000000
1101,Platform,HTMLCOIN,html-coin,HTML,80434575000
1102,Ethereum,Neurochain,neurochain,NCC,657440000
1103,Entertainment,CyberMusic,cybermusic,CYMT,15500000000
1104,Ethereum,Fivebalance ,fivebalance,FBN,745926553.5858178
1105,Platform,Aragon,aragon,ANT,39609523.80952381
1106,Layer 2,SpankChain,spankchain,SPANK,1000000000
1107,Stablecoin USD,TrueUSD,trueusd,TUSD,306308953.42
1108,Financial,Smartup,smartup,SMARTUP,5000000000
1109,Blockchain Service,carVertical,carvertical,CV,9835745291.659302
1110,Cryptocurrency,ZClassic,zclassic,ZCL,9042862.79
1111,Other,Mercury,mercury,MER,100000000
1112,Ethereum,Boltt Coin,boltt-coin,BOLTT,170000000
1113,Ethereum,Dapp Token,dapp-token,DAPPT,5000000000
1114,Other,BoatPilot Token,boat-pilot-token,NAVY,161513803.918
1115,Platform,Qredit,qredit,QRT,721685470
1116,Other,Cryptoinvest,cryptoinvest,CTT,3598403.9209819
1117,Ethereum,Pluton,pluton,PLU,20000000
1118,Cryptocurrency,Ordocoin,ordocoin,RDC,51000000000000
1119,Blockchain Network,BlockStamp,blockstamp,BST,34171394.58744134
1120,Blockchain Network,UGAS,ugas,UGAS,1000000000
1121,Blockchain Network,Quantum Resistant Ledger,quantum-resistant-ledger,QRL,72759416.12060426
1122,Cloud Computing,MassGrid,massgrid,MGD,139594968.222342
1123,Ethereum,Dexter G,dexter-g,DXG,91834502.8781996
1124,Stablecoin,Binance GBP Stable Coin,binance-gbp-stable-coin,BGBP,700001
1125,Blockchain Service,Apex,apex,CPX,676989090
1126,Adult,AdultChain,adultchain,XXX,54917265.9898441
1127,Insurance,InsurePal,insurepal,IPL,300000000
1128,Ethereum,Power Ledger,power-ledger,POWR,999506122.99937
1129,Deflation,Blockburn,blockburn,BURN,1977738957.6
1130,Cryptocurrency,GINcoin,gincoin,GIN,8027008.28519253
1131,Smart Contracts,Lisk,lisk,LSK,142615888
1132,Ethereum,PRIA,pria,PRIA,0
1133,Prediction Market,HedgeTrade,hedgetrade,HEDG,1000000000
1134,Ethereum,Banyan Network,banyan-network,BBN,1000000000
1135,Ethereum,Mossland,moss-coin,MOC,500000000
1136,Data,Bluzelle,bluzelle,BLZ,500000000
1137,Other,NANJCOIN,nanjcoin,NANJ,30000000000
1138,Insurance,ShineChain,shinechain,SHE,5000000000
1139,Exchange,CGC Token,cgc-token,CGC,92314325.0
1140,Masternodes,Loki,loki,LOKI,52555501
1141,Supply,CargoX,cargox,CXO,215119015.62456924
1142,Ethereum,Winding Tree,winding-tree,LIF,24976439.45135637
1143,Ethereum,Enjin Coin,enjin-coin,ENJ,1000000000
1144,Marketing,Vexanium,vexanium,VEX,1008772305
1145,Ethereum,BitCapitalVendor,bitcapitalvendor,BCV,1200000000
1146,Cryptocurrency,DDKoin,ddkoin,DDK,45000000
1147,Cloud Storage,DADI,dadi,DADI,100000000
1148,Blockchain Network,Credits,credits,CS,249471071.20999
1149,Infrastructure,CommerceBlock,commerceblock,CBT,174866686
1150,Gaming,Plair,plair,PLA,100000000000
1151,Financial,Merebel,merebel,MERI,6195344.24682818
1152,Financial,Kcash,kcash,KCASH,1000000000
1153,Ethereum,Tcash,tcash,TCASH,88000000
1154,Data,OWNDATA ,owndata,OWN,110000000000
1155,Ethereum,Hydro Protocol,hydro-protocol,HOT,1560000000
1156,Ethereum,FunFair,funfair,FUN,10999873621.398026
1157,Ethereum,Golem,golem-network-tokens,GNT,839482381.6877147
1158,Decentralized Exchange,Loopring,loopring,LRC,1374513861.4692945
1159,Smart Contracts,EOS,eos,EOS,1025125926.9413
1160,Ethereum,MobileGo,mobilego,MGO,99996877
1161,VeChain,VeChain,vechain,VET,86712634466
1162,Ethereum,Polymath,polymath-network,POLY,1000000000
1163,Ethereum,Ripio Credit Network,ripio-credit-network,RCN,999942647.353
1164,Platform,Project Pai,project-pai,PAI,1715804087
1165,Stablecoin,USD//Coin,usd-coin,USDC,3067566431.121148
1166,Ethereum,iExec RLC,rlc,RLC,86999784.9868455
1167,Cryptocurrency,FLO,flo,FLO,152351008.348
1168,Cloud Storage,Storj,storj,STORJ,424999998.00001335
1169,Ethereum,HOQU,hoqu,HQX,275854380
1170,Smart Contracts,Thunder Token,thunder-token,TT,10000000000
1171,Smart Contracts,NEO,neo,NEO,100000000
1172,Qtum,Qtum,qtum,QTUM,102974360
1173,DeFi,Uniswap,uniswap,UNI,1000000000
1174,Ethereum,Consensus,consensus,SEN,1762262602.4235
1175,Privacy,Monero,monero,XMR,17779794.49238895
1176,Interoperability,YGGDRASH,yeed,YEED,10000000000
1177,,weth-b,weth-b,ETH-B,
1178,Infrastructure,Orbs,orbs,ORBS,10000000000
1179,Ethereum,Vetri,vetri,VLD,449848163.6903
1180,Financial,Centauri,centauri,CTX,47879123.3895954
1181,Education,WOLLO,wollo,WLO,674999515
1182,Ethereum,DAOstack,daostack,GEN,60000000
1183,Smart Contracts,Harmony,harmony,ONE,12600000000
1184,Smart Contracts,Tezos,tezos,XTZ,752667286.97359
1185,Financial,Dether,dether,DTH,100000000
1186,Gaming,FantasyGold,fantasygold,FGC,177609675
1187,Blockchain Network,Dero,dero,DERO,18400000
1188,Gambling,Fire Lotto,fire-lotto,FLOT,100000000
1189,Ethereum,Humaniq,humaniq,HMQ,207143695.03559843
1190,Ethereum,ContentBox,contentbox,BOX,3000000000
1191,Ethereum,Populous,populous,PPT,53252246
1192,Financial,BOX Token,box-token,BOX,100000000
1193,,usdc-b,usdc-b,USDC-B,
1194,Layer 2,Waves,waves,WAVES,103739548
1195,Ethereum,Selfkey,selfkey,KEY,5999999954.464072
1196,Ethereum,Bilaxy Token,bilaxy-token,BIA,2000000000
1197,Exchange,CoinMetro,coinmetro-token,XCM,330000000
1198,Ethereum,NOIA Network,noia-network,NOIA,1000000000
1199,Advertising,AdShares,adshares,ADS,38758206
1200,Stellar,Wirex,wirex-token,WXT,10000000000
1201,Privacy,ANON,anon,ANON,8554514
1202,Lending,Social Lending Token,social-lending-token,SLT,1000000000
1203,Ethereum,Endor,endor-protocol,EDR,1469212017.4378393
1204,Ethereum,Budbo,budbo,BUBO,200000000
1205,Ethereum,CyberFM,cyberfm,CYFM,102000000000
1206,Transportation,DACSEE,dacsee,DACS,3000000000
1207,Tokenization,Maya Preferred 223,maya-preferred-223,MAPR,250000000
1208,Infrastructure,IOST,iostoken,IOST,22239595927.12099
1209,Cloud Computing,Crowd Machine,crowd-machine,CMCT,2000000000
1210,Ethereum,Puregold.io,puregold-token,PGT,60000000
1211,Ethereum,Scry.info,scryinfo,DDD,1000000000
1212,Decentralized Exchange,BitShares,bitshares,BTS,2994790000
1213,Gaming,GameCredits,gamecredits,GAME,200000000
1214,Ethereum,Digitex Futures,digitex-futures,DGTX,1000000000
1215,Ethereum,ZPER,zper,ZPR,1850000000
1216,Financial,DUO Network,duo-network-token,DUO,100000000
1217,Financial,Silverway,silverway,SLV,1000000000
1218,Ethereum,QuarkChain,quarkchain,QKC,11114121907.04
1219,Cryptocurrency,MFIT COIN,mfit-coin,MFIT,2026754.72984584
1220,Prediction Market,Delphy,delphy,DPY,100000000
1221,Entertainment,Like,likecoin,LIKE,1010335007.1150645
1222,Ethereum,Ruff,ruff,RUFF,1880000000
1223,Decentralized Exchange,Counterparty,counterparty,XCP,2615230.0973785
1224,Ethereum,AppCoins,appcoins,APPC,246203093
1225,Ethereum,Usechain Token,usechain-token,USE,20000000000
1226,DeFi,Ampleforth,ampleforth,AMPL,428961628.4049026
1227,Data,Wibson,wibson,WIB,9000000000
1228,Cryptocurrency,White Standard,white-standard,WSD,439402
1229,Platform,Genaro Network,genaro-network,GNX,650000000
1230,Platform,QunQun,qunqun,QUN,1557000000
1231,Ethereum,SolarCoin,solarcoin,SLR,98035133996.91228
1232,Neo,TranslateMe Network Token,translateme-network-token,TMN,300000000
1233,Bitcoin,Bitcoin,bitcoin,BTC,18565481
1234,Cryptocurrency,BHPCoin,bhp-coin,BHP,52881277.67
1235,Ethereum,MASTERNET,masternet,MASH,200000000
1236,Blockchain Network,Aergo,aergo,AERGO,500000000
1237,,tBTC,tbtc,TBTC,
1238,Cryptocurrency,EscrowCoin,escrowcoin,ESCO,3328745
1239,Ethereum,Raiden Network Token,raiden-network-token,RDN,99999999.99999996
1240,Marketplace,BLOCKv,blockv,VEE,3646271241.2002554
1241,Cryptocurrency,Arionum,arionum,ARO,545399000
1242,Gambling,Wink,wink-tronbet,WIN,994855928116
1243,Smart Contracts,Ubiq,ubiq,UBQ,42609099.3539663
1244,Ethereum,adbank,adbank,ADB,1000000000
1245,Ethereum,ODEM,odem,ODE,268946131
1246,Cryptocurrency,Feathercoin,feathercoin,FTC,300566840
1247,Ethereum,Open Platform,open-platform,OPEN,1745447045
1248,Entertainment,Viberate,viberate,VIB,200000000
1249,Ethereum,Devery,devery,EVE,99998707
1250,Neo,Switcheo,switcheo,SWTH,1167941632.8811321
1251,Privacy,PIVX,pivx,PIVX,64838943.039544
1252,Decentralized Exchange,win.win,win-win,TWINS,4819635323.7067
1253,Ethereum,Cryptrust,cryptrust,CTRT,8966516683.735167
1254,Ethereum,Sentivate,sentivate,SNTVT,4200000000
1255,Financial,Zerobank,zerobank,ZB,1600000000
1256,Advertising,TouchCon,touchcon,TOC,250000000
1257,Ethereum,Hero Node,heronode,HER,2000000000
1258,Cryptocurrency,OPCoinX,opcoinx,OPCX,163774057.19807637
1259,Ethereum,Tokenbox,tokenbox,TBX,16051589.78269311
1260,Protocol,Essentia,essentia,ESS,1755313373
1261,Media,Factom,factom,FCT,9559119.70106844
1262,Platform,B2Bcoin,b2bcoin,BBC,1000000000
1263,Cryptocurrency,Blocknode,blocknode,BND,214926181.030019
1264,Ethereum,NaPoleonX,napoleonx,NPX,29800000
1265,Ethereum,PolySwarm,polyswarm,NCT,1885913075.8515422
1266,Ethereum,Egretia,egretia,EGT,8000000000
1267,Blockchain Service,VINChain,vinchain,VIN,840108901
1268,Privacy,Bitcoin Confidential,bitcoin-confidential,BC,7367797268.15
1269,Ethereum,TGAME,tgame,TGAME,101945017
1270,Layer 2,Injective Protocol,injective-protocol,INJ,100000000
1271,Yield farming,Yeld Finance,yeld-finance,YELD,60000
1272,Ethereum,Niobium Coin,niobium-coin,NBC,102289706.27784455
1273,Ethereum,Jibrel Network,jibrel-network,JNT,200000000
1274,Cryptocurrency,Vulcano,vulcano,VULC,244027683.80823165
1275,Masternodes,Energi,energi,NRG,35776196.75128135
1276,Ethereum,Bread,bread,BRD,88862718
1277,Ethereum,ARAW,araw,ARAW,4665366360
1278,Ethereum,Amon,amon,AMN,1209963685.36
1279,Financial,Litex,litex,LXT,2000000000
1280,Data,Neurotoken,neurotoken,NTK,99987499.9
1281,Ethereum,Morpheus Network,morpheus-network,MRPH,47897218
1282,Ethereum,Digital Asset Exchange Token,digital-asset-exchange-token,DAXT,112516628
1283,Energy,Restart Energy MWAT,restart-energy-mwat,MWAT,500000000
1284,Ethereum,UnlimitedIP,unlimitedip,UIP,2839985525.01
1285,Ethereum,Optimal Shelf Availability Token,optimal-shelf-availability-token,OSA,2256642170.21226
1286,Cryptocurrency,Bitcoin Rhodium,bitcoin-rhodium,XRC,1306517.5
1287,Blockchain Network,High Performance Blockchain,high-performance-blockchain,HPB,101119949.75
1288,Other,MEET.ONE,meetone,MEETONE,10000000000
1289,Financial,CoinFi,coinfi,COFI,300000000
1290,Ethereum,Fabric Token,fabric-token,FT,43593614.8928
1291,Media,Everipedia,everipedia,IQ,10015268546.341
1292,Other,Einsteinium,einsteinium,EMC2,220950524.4999993
1293,Other,BitKan,bitkan,KAN,10000000000
1294,Media,Engagement Token,engagement-token,ENGT,1000000000
1295,VeChain,VeThor Token,vethor-token,VTHO,30281713328
1296,Ethereum,Alpha Finance Lab,alpha-finance-lab,ALPHA,1000000000
1297,Smart Contracts,Edgeware,edgeware,EDG,5058198342
1298,Platform,Naviaddress,naviaddress,NAVI,1000000000
1299,Marketplace,Tripio,tripio,TRIO,5000000000
1300,Platform,Volume Network,volume-network,VOL,10000000000
1301,Media,adToken,adtoken,ADT,1000000000
1302,Trading,Own,own,CHX,168956522.093084
1303,Cloud Storage,EncrypGen,encrypgen,DNA,70938091.47283192
1304,Blockchain Service,SyncFab,syncfab,MFG,868459135.7414333
1305,Ethereum,ORS Group,ors-group,ORS,557670519.646
1306,Ethereum,Origin Sport,origin-sport,ORS,300000000
1307,Blockchain Network,Nuls,nuls,NULS,111697638.27680597
1308,Ethereum,RightMesh,rightmesh,RMESH,129498559
1309,Cryptocurrency,Mooncoin,mooncoin,MOON,227273360084.4759
1310,Financial,Everex,everex,EVX,25000000
1311,Ethereum,Electronic Energy Coin,electronic-energy-coin,E2C,511373999
1312,Other,Mobius,mobius,MOBI,888000000
1313,Platform,Burst,burst,BURST,2110531280
1314,Financial,Gifto,gifto,GTO,1000000000
1315,Ethereum,Bankex,bankex,BKX,400000000
1316,Blockchain Service,Rate3 Network,rate3,RTE,1000000000
1317,,Matrix AI Network,matrix-ai-network,MAN,647450055.959024
1318,Ethereum,Monetha,monetha,MTH,402400000
1319,Financial,Wings,wings,WINGS,100000000
1320,Trading,Arbidex,arbidex,ABX,25000000
1321,Protocol,SmartMesh,smartmesh,SMT,3141592653
1322,Stablecoin,NuBits,nubits,USNBT,70510851.3915
1323,Cloud Computing,aelf,aelf,ELF,879999999.9864658
1324,Ethereum,Decentraland,decentraland,MANA,2194983738.1201463
1325,Financial,Monolith,monolith,TKN,39406759.9283204
1326,Other,RED,red,RED,200000000
1327,Ethereum,DRP Utility,drp-utility,DRPU,3530372.73
1328,Cryptocurrency,Bitblocks,bitblocks,BBK,254376765.39095974
1329,Ethereum,Bounce Token,bounce-token,BOT,100000
1330,Blockchain Network,XinFin Network,xinfin-network,XDCE,37628913335
1331,Ethereum,GreenMed,greenmed,GRMD,14899993
1332,Ethereum,On.Live,on-live,ONL,59725382.21855845
1333,Ethereum,Status,status,SNT,6804870174
1334,Infrastructure,V Systems,v-systems,VSYS,4077303195
1335,IoT,Ubique Chain Of Things,ubique-chain-of-things,UCT,1050000000
1336,Ethereum,Peculium,peculium,PCL,2206029269.2890034
1337,Ethereum,CapdaxToken,capdaxtoken,XCD,2500000000
1338,Transportation,Carlive Chain,carlive-chain,IOV,10000000000
1339,Ethereum,Cindicator,cindicator,CND,2000000004.6079144
1340,Cryptocurrency,Powercoin,powercoin,PWR,9955369730.000208
1341,Stablecoin,STASIS EURS,stasis-euro,EURS,31979207
1342,Platform,BOScoin,boscoin,BOS,1248426475
1343,Platform,Universa,universa,UTNP,4997891952
1344,Cloud Computing,SPIDER VPS,spider-vps,SPDR,3052129.87648817
1345,Blockchain Service,AMLT Token,amlt,AMLT,400000000
1346,Marketing,Sharpay,sharpay,S,4000000000
1347,Binance,TOP,top,TOP,20000000000
1348,Blockchain Service,Cube,cube,AUTO,7200000000
1349,Blockchain Network,0chain,0chain,ZCN,200000000
1350,Ethereum,nDEX,ndex,NDEX,15000000000
1351,Ethereum,YouLive Coin,youlive-coin,UC,10000000000
1352,Social,Indorse Token,indorse-token,IND,170622046.99999997
1353,Ethereum,Basic Attention Token,basic-attention-token,BAT,1500000000
1354,Cryptocurrency,Masari,masari,MSR,14294363
1355,Ethereum,Aditus,aditus,ADI,750000000
1356,Cryptocurrency,Maincoin,maincoin,MNC,374000000
1357,Exchange,Bitpanda,bitpanda-ecosystem-token,BEST,919348514
1358,Privacy,Bulwark,bulwark,BWK,15237644.1329747
1359,Blockchain Network,Flow,flow,FLOW,
1360,Ethereum,ThingsOperatingSystem,thingsoperatingsystem,TOS,1000000000
1361,Ethereum,Digital Asset Guarantee Token,digital-asset-guarantee-token,DAGT,100099999.99999999
1362,Other,TokenClub,tokenclub,TCT,995239500
1363,Cryptocurrency,Stakinglab,stakinglab,LABX,4042772.32214405
1364,Energy,WePower,wepower,WPR,745248183.0967742
1365,Binance,StableUSD,stableusd,USDS,90000482537.47935
1366,Ethereum,EBCoin,ebcoin,EBC,10295055165.813244
1367,Privacy,Iridium,iridium,IRD,20256627.49806722
1368,Ethereum,Swarm,swarm-fund,SWM,99535052.4739791
1369,Ethereum,Quant,quant,QNT,14612493.08082618
1370,Ethereum,Dentacoin,dentacoin,DCN,7899848965678
1371,Cloud Computing,SONM,sonm,SNM,444000000
1372,IoT,IoT Chain,iot-chain,ITC,99999999
1373,Ethereum,Waltonchain,waltonchain,WTC,100000000
1374,Ethereum,BORA,bora,BORA,1205750000
1375,Ethereum,STK,stk,STK,500000000
1376,Financial,Atomic Wallet Coin,atomic-wallet-coin,AWC,100000000
1377,Ethereum,Sparkster,sparkster,SPRK,435000000
1378,Entertainment,TokenStars,tokenstars,TEAM,17818682.1654
1379,Ethereum,PlatonCoin,platoncoin,PLTC,300000000
1380,Platform,Neblio,neblio,NEBL,17186048.71159239
1381,Other,Incodium,incodium,INCO,10000000000
1382,Ethereum,Lina,lina,LINA,900000000
1383,Cryptocurrency,HelloGold,hellogold,HGT,1000000000
1384,Other,ROIyal Coin,roiyal-coin,ROCO,1599987.93977792
1385,Marketplace,Privatix,privatix,PRIX,1275455.31177803
1386,Entertainment,Muzika,muzika,MZK,1000000000
1387,Ethereum,MobilinkToken,mobilinktoken,MOLK,9000000000
1388,Ethereum,Tokenomy,tokenomy,TEN,200000000
1389,Marketing,1World,1world,1WO,37219452.96
1390,Ethereum,PlotX,plotx,PlotX,200000000
1391,Data,PikcioChain,pikciochain,PKC,83927273
1392,Insurance,IXT,ixledger,IXT,65778843.83119764
1393,Stellar,SureRemit,sureremit,RMT,1000000000
1394,,Aegeus,aegeus,AEG,43280999.8597271
1395,,Nestree,nestree,EGG,2994901340
1396,Ethereum,ValueCyberToken,valuecybertoken,VCT,1000000000
1397,Ethereum,FansTime,fanstime,FTI,10000000000
1398,Other,MESSE TOKEN,messe-token,MESSE,28000000000
1399,DeFi,UniLend,unilend,UFT,100000000
1400,E-Commerce,Pundi X,pundi-x,NPXS,258526640300.57
1401,Other,Traceability Chain,traceability-chain,TAC,1000000000
1402,Ethereum,Smart Application Chain,smart-application-chain,SAC,200000000
1403,Cryptocurrency,Boolberry,boolberry,BBR,13207453.54250955
1404,Achain,Achain,achain,ACT,1000000000
1405,Ethereum,SingularityNET,singularitynet,AGI,1000000000
1406,Gambling,DecentBet,decent-bet,DBET,188632973.02179232
1407,Privacy,CloakCoin,cloakcoin,CLOAK,5553360.49526923
1408,Gaming,IQeon,iqeon,IQN,5491860.1987553
1409,Binance,Agora,agora,VOTE,1000000000
1410,Financial,FintruX Network,fintrux-network,FTX,100000000
1411,Financial,Banca,banca,BANCA,20000000000
1412,Ethereum,Cocos-BCX,cocos-bcx,COCOS,100000000000
1413,Exchange,Bgogo,bgogo-token,BGG,10000000000
1414,Blockchain Network,UChain,uchain,UCN,823600646.8997015
1415,Cryptocurrency,Lightpaycoin,lightpaycoin,LPC,5803454.93497902
1416,Platform,Mithril,mithril,MITH,1000000000
1417,Ethereum,Voyager Token,ethos,VGX,222295208.238
1418,,The Tokenized Bitcoin,the-tokenized-bitcoin,imBTC,21000000
1419,Entertainment,YOYOW,yoyow,YOYOW,1036303118.78081
1420,Ethereum,Bitnation,bitnation,XPAT,42000000000
1421,Ethereum,Thrive,thrive-token,THRT,202027489.6
1422,Ethereum,Digix Gold Token,digix-gold-token,DGX,100300
1423,Cryptocurrency,Global Currency Reserve,global-currency-reserve,GCR,107011781.57704628
1424,Ethereum,NewsToken,newstoken,NEWOS,10000000000
1425,Cryptocurrency,Electra,electra,ECA,29593926540.51022
1426,Tokenization,ZrCoin,zrcoin,ZRC,4988893
1427,Investments,PHI Token,phi-token,PHI,13636660.26911044
